custid|custname|city|country|territory|type|status|parentid|pname
10060016|AraLight, Inc.|NJ|US|AWR-NE|Enterprise|Out of Business|10060016|AraLight, Inc.
10060018|Powerwave - Merrimack|NH|US|AWR-NE|Regional Office|No Service/Support|8751|Powerwave Technologies, Inc.
10060019|Filtronic Compound Semiconductor Sigtek|MD|US|AWR-SE|Regional Office|Ex-Customer|10040048|Filtronic
10060021|Andrew Amplifiers - Base Station Subsystems Group (BSSG) - IL|IL|US|AWR-NE|Regional Office|Out of Business|9022|CommScope, Inc.
10060024|Flextronics International|Middlesex|GB|AWR-UK|Regional Office|Ex-Customer|8408|Flextronics
10060025|Oji Paper Company, Ltd. (dec-01)|Tokushima|JP|AWR-JP|Enterprise|Off Maintenance|10060025|Oji Paper Company, Ltd. (dec-01)
10060026|Radiometer Physics GmbH|Meckenheim|DE|AWR-DE|Enterprise|Off Maintenance|10060026|Radiometer Physics GmbH
10060027|Compeq Mfg. Co.|Taoyuan Hsien|TW|AWR-TSMC|Enterprise|Off Maintenance|10060027|Compeq Mfg. Co.
10060028|Telekom Malaysia (jan-09)|Bangi|MY|RSM|Enterprise|Off Maintenance|10060028|Telekom Malaysia (jan-09)
10060040|Taiyo Yuden Co. Ltd. - Global Headquarters|Tokyo|JP|AWR-JP|Enterprise|Ex-Customer|10060040|Taiyo Yuden Co. Ltd.
10060049|PolyPhaser Corporation|NV|US|AWR-NW|Regional Office|Ex-Customer|10060048|Smiths Group Plc
10062|Naval Surface Warfare Center (NSWC) Crane (dec-12)|IN|US|AWR-NE|Regional Office|Off Maintenance|6728|Naval Surface Warfare Center (NSWC) Dahlgren (jul-14)
10064|Futurewei Technologies, Inc. dba Huawei Technologies (USA)|NJ|US|AWR-NE|Regional Office|On Maintenance|10065|Huawei Technologies Co., Ltd.
10067|European Aeronautic Defence and Space Company (EADS) Deutschland GmbH (aug-11)|Baden Wurttemberg|DE|AWR-APL|Regional Office|Off Maintenance|9271|European Aeronautic Defence and Space (EADS) N.V.
10069|Guidance Microwave Ltd.|Hertfordshire|GB|AWR-UK|Enterprise|Off Maintenance|10069|Guidance Microwave Ltd.
10070|JTL Engineering B.V|Heijen|NL|AWR-BNL|Enterprise|Off Maintenance|10070|JTL Engineering B.V
10070001|Fresnel Wireless Systems (jan-04)|Hertfordshire|GB|AWR-UK|Regional Office|Off Maintenance|1076|Fresnel (aug-08)
10074|Auburn University - College of Engineering|AL|US|Default Value|University|On Maintenance|10074|Auburn University
10074|Auburn University - College of Engineering|AL|US|AWR|University|On Maintenance|10074|Auburn University
10076|Rayspan Corporation|CA|US|AWR-SW|Enterprise|No Service/Support|10076|Rayspan Corporation
10077|Huawei Technologies Sweden AB - G÷teborg|G÷teborg|SE|AWR-SC|Site|On Maintenance|10065|Huawei Technologies Co., Ltd.
10078|Poynting Antennas (Pty) Ltd.|Johannesburg|ZA|DSC|Enterprise|Ex-Customer|10078|Poynting Antennas (Pty) Ltd.
10079|Goji Israel, Ltd.|Sharon|IL|AWR-IL|Enterprise|Off Maintenance|10079|Goji Israel, Ltd.
10081|Vihaan Networks Limited (VNL)|Haryana|IN|IDA|Regional Office|Payment Due|10082|VNL Europe AB
10082|VNL Europe AB - Parent|Kista|SE|AWR-SC|Enterprise|Off Maintenance|10082|VNL Europe AB
10083|Advanced Communications Engineering (ACE) Solution Co., Ltd. |Hsinchu|TW|AWR-TSMC|Enterprise|Ex-Customer|10083|Advanced Communications Engineering (ACE) Solution Co., Ltd. 
10084|TDK-EPCOS USA - San Diego|CA|US|AWR-SW|Regional Office|Off Maintenance|9240|EPCOS AG
10085|AWR Corporation - Taiwan, Singapore, Malaysia, China (TSMC)|CA|US|AWR-TSMC|Rep|On Maintenance|10085|AWR Corporation
10088|EPCOS Nordic Oy - Espoo (dec-13)|Espoo|FI|AWR-APL|Regional Office|Off Maintenance|9240|EPCOS AG
10089|Boreal Communications|Spo Paulo|BR|NI-CL|Enterprise|Ex-Customer|10089|Boreal Communications
10090|3 Phoenix, Inc. - MD|MD|US|AWR-SE|Regional Office|Ex-Customer|10822|3 Phoenix, Inc.
10092|Teleca Germany GmbH (nov-11)|Nnrnberg|DE|AWR-DE|Enterprise|Off Maintenance|10092|Teleca Germany GmbH (nov-11)
10093|Max-Planck-Institut fnr Festk÷rperforschung (aug-14)|Stuttgart|DE|AWR-APL|Enterprise|On Maintenance|10093|Max-Planck-Institut f?r Festk?rperforschung (aug-14)
10094|Broadcom Corporation - San Jose|CA|US|AWR-NW|Site|On Maintenance|77|Broadcom Corporation
10095|Finisar UK Ltd.|County Durham|GB|AWR-UK|Regional Office|Payment Due|5828|Finisar Corporation
10096|3 Phoenix, Inc. - VA|VA|US|AWR-SE|Regional Office|On Maintenance|10822|3 Phoenix, Inc.
10097|Base2 Engineering, LLC|MD|US|AWR-SE|Enterprise|On Maintenance|10097|Base2 Engineering, LLC
10099|NMDG NV|Bornem|BE|AWR-BNL|Enterprise|Partner|10099|NMDG NV
101|Chalmers University of Technology|Goteborg|SE|AWR-NI|University|On Maintenance|101|Chalmers University of Technology
10100|Mercury Systems, Inc. - Westminster|CO|US|AWR-SW|Site|On Maintenance|3597|Mercury Systems, Inc.
10101|Quantum Corporation - CO|CO|US|AWR-SW|Regional Office|Off Maintenance|2043|Quantum Corporation
10106|RADA Electronic Industries, Ltd.|Netanya|IL|AWR-IL|Enterprise|Ex-Customer|10106|RADA Electronic Industries, Ltd.
10107|National Institute of Nuclear Physics (INFN) - Milano|MI|IT|MED|University|On Maintenance|2407|National Institute of Nuclear Physics (INFN)
10110|James Chu - RF Consultant|GA|US|AWR-SE|Enterprise|On Maintenance|10110|James Chu
10112|Finisar Sweden AB|Kista|SE|AWR-SC|Regional Office|On Maintenance|5828|Finisar Corporation
10113|Averna - Prince|QC|CA|AWR-NE|Enterprise|Off Maintenance|10113|Averna
10114|Warsaw University of Technology - Institute of Radioelectronics|Warsaw|PL|AWR-NI|University|On Maintenance|10115|Warsaw University of Technology
10116|Lockheed Martin Corporation - Burlington|MA|US|AWR-NE|Regional Office|Off Maintenance|10010004|Lockheed Martin Corporation
10120|International Broadband Electric Communications (IBEC), Inc. (nov-11)|AL|US|AWR-SE|Enterprise|Off Maintenance|10120|International Broadband Electric Communications (IBEC), Inc. (nov-11)
10121|IO Semiconductor, Inc. (dec-11)|CA|US|AWR-SW|Enterprise|Ex-Customer|10121|IO Semiconductor, Inc. (dec-11)
10123|Defence Science and Technology Laboratory (DSTL) - Sevenoaks|Kent|GB|AWR-UK|Enterprise|On Maintenance|10123|Defence Science and Technology Laboratory (DSTL)
10128|Brookhaven National Laboratory|NY|US|AWR-NE|Enterprise|On Maintenance|10128|Brookhaven National Laboratory
10130|Cambridge University - ME Group|Cambridgeshire|GB|AWR-NI|University|On Maintenance|10130|Cambridge University
10131|Big Red Electron Technologies - AZ|AZ|US|AWR-SW|Site|On Maintenance|10124|Big Red Electron Technologies
10136|Rheinmetall Waffe Munition GmbH|Unterluess|DE|AWR-DE|Enterprise|Off Maintenance|10136|Rheinmetall Waffe Munition GmbH
10137|Ivan Boshnakov|Bristol|GB|AWR-UK|Enterprise|Partner|10137|Ivan Boshnakov
10139|Kyocera Corporation - Gifu Office (jan-12)|Gifu|JP|AWR-JP|Regional Office|Off Maintenance|10138|Kyocera Corporation
10140|Averna - Wellington|QC|CA|AWR-NE|Site|Off Maintenance|10113|Averna
10142|Saint-Petersburg State University - College of Telecommunications Bonch-Bruevi|Saint-Petersburg|RU|AWR-NI|University|On Maintenance|10142|Saint-Petersburg State University
10143|Wavia (dec-13)|CA|US|AWR-NW|Enterprise|Off Maintenance|10143|Wavia (dec-13)
10146|Orbis Oy - Salo|Salo|FI|AWR-APL|Site|Off Maintenance|8422|Orbis Oy
10147|Tandy Radio Shack Limited (jan-13)|New Territories|HK|RSK|Enterprise|Off Maintenance|10147|Tandy Radio Shack Limited (jan-13)
10148|ITT Exelis, Inc. - UK|Hampshire|GB|AWR-UK|Regional Office|On Maintenance|9198|ITT Exelis
10149|Miteq - Oser Avenue|NY|US|AWR-NE|Site|Off Maintenance|414|Miteq
10150|IF Engineering Corporation|MA|US|AWR-NE|Enterprise|Off Maintenance|10150|IF Engineering Corporation
10151|Exelis Inc. - Impact Science & Technology (IST)|NH|US|AWR-NE|Regional Office|On Maintenance|9198|ITT Exelis
10152|VTT - Technical Research Centre of Finland|Oulu|FI|Default Value|University|On Maintenance|10152|VTT
10152|VTT - Technical Research Centre of Finland|Oulu|FI|AWR|University|On Maintenance|10152|VTT
10153|CETC 10 Institute (jan-11)|Shichuan Province|CN|AWR-TSMC|Regional Office|Off Maintenance|10155|CETC International Co., Ltd.
10154|CETC 13 Institute|Hebei Province|CN|AWR-TSMC|Regional Office|Ex-Customer|10155|CETC International Co., Ltd.
10156|University of Electronic Science and Technology of China (UESTC) - School of Communication and Information Engineering|Sichuan|CN|AWR-NI|University|No Service/Support|10156|University of Electronic Science and Technology of China (UESTC)
10157|Schoenhofer Sales and Engineering (SSE) GmbH (jan-12)|NRW|DE|AWR-DE|Enterprise|Off Maintenance|10157|Schoenhofer Sales and Engineering (SSE) GmbH (jan-12)
10158|AWR Korea|Gyeonggi-do|KR|AWR-KR|Rep|On Maintenance|10158|AWR Korea
10160|Ericsson Canada - Ottawa|ON|CA|AWR-NE|Site|On Maintenance|1050|LM Ericsson
10161|Lafayette College - Department of Electrical and Computer Engineering|PA|US|AWR-NI|University|Ex-Customer|10161|Lafayette College
10162|Qualcomm - Santa Clara|CA|US|AWR-NW|Site|On Maintenance|3808|Qualcomm Technologies, Inc.
10164|CEC 713 (jan-12)|Jiangxi|CN|AWR-TSMC|Enterprise|Off Maintenance|10164|CEC 713 (jan-12)
10166|Red River College|MB|CA|AWR-NI|University|On Maintenance|10166|Red River College
10167|Dongguan Pulse Electronics Co., Ltd. - Zhuhai Branch|Guangdong|CN|AWR-AP|Regional Office|Off Maintenance|8568|Pulse Electronics
10168|Delta Microwave|CA|US|AWR-SW|Enterprise|On Maintenance|10168|Delta Microwave
10169|Aeroflex/Metelics - Londonderry|NH|US|AWR-NE|Regional Office|On Maintenance|306|Aeroflex
10170|Le Quy Don Technical University  |Ha N?i|VN|AWR-NI|University|On Maintenance|10555|Vietnam Military Technical Academy (VMTA)
10171|Tubitak UEKAE (feb-12)|Kocaeli|TR|ANE|Regional Office|Off Maintenance|7967|Tubitak
10172|Micronix Corporation|Tokyo|JP|AWR-JP|Enterprise|Ex-Customer|10172|Micronix Corporation
10173|FGUP GosNIIPP (feb-12)|Saint-Petersburg|RU|ETR|Enterprise|Off Maintenance|10173|FGUP GosNIIPP (feb-12)
10176|Toshiba Design & Manufacturing Service Corporation|Tokyo|JP|AWR-JP|Regional Office|Off Maintenance|10040051|Toshiba
10177|Teledyne Electronic Manufacturing Services (EMS) - Lewisburg|TN|US|AWR-SE|Regional Office|On Maintenance|9047|Teledyne Technologies Incorporated
10179|Alcatel-Lucent Ltd - Swindon|Wiltshire|GB|AWR-UK|Regional Office|On Maintenance|9021|Alcatel-Lucent
10181|BAE Systems - Electronics & Integrated Systems - Canal Street|NH|US|AWR-NE|Site|On Maintenance|9201|BAE Systems plc
10183|Murata Manufacturing Co., Ltd. - Technology Management Department - Technology & Business Development Unit (apr-14)|Kyoto|JP|AWR-JP|Regional Office|Off Maintenance|10180|Murata Manufacturing Co., Ltd.
10184|Teledyne Microwave MEC - Rancho Cordova|CA|US|AWR-NW|Regional Office|On Maintenance|9047|Teledyne Technologies Incorporated
10186|Honeywell Advanced Technology - Torrance|CA|US|AWR-SW|Site|On Maintenance|8870|Honeywell International Inc.
10187|Villanova University - ECE Department|PA|US|AWR-NI|University|On Maintenance|10187|Villanova University
10188|William Coleman Consulting|NC|US|AWR-SE|Enterprise|On Maintenance|10188|William Coleman Consulting
10189|Phase2 Microwave Ltd|Hertfordshire|GB|AWR-UK|Enterprise|On Maintenance|10189|Phase2 Microwave Ltd
1019|Focused Research (jan-04)|WI|US|AWR-NE|Enterprise|Off Maintenance|1019|Focused Research (jan-04)
10191|E x H Consulting Services|MA|US|AWR-NE|Enterprise|On Maintenance|10191|E x H Consulting Services
10192|National Astronomical Observatory of Japan (NAOJ)|Tokyo|JP|AWR-JP|Enterprise|On Maintenance|10192|National Astronomical Observatory of Japan (NAOJ)
10193|Cisco Systems - East Tasman|CA|US|AWR-NW|Site|Ex-Customer|122|Cisco Systems
10195|Diamond Microwave Devices Ltd|West Yorkshire|GB|AWR-UK|Enterprise|On Maintenance|10195|Diamond Microwave Devices Ltd
10196|Toshiba R&D Center - Electric Device Lab|Kanagawa|JP|AWR-JP|Regional Office|Off Maintenance|10040051|Toshiba
10197|Daniel Chung - Personal License|CA|US|AWR-SW|Enterprise|University Graduate|10197|Daniel Chung
10198|University of Greenwich - School of Engineering, Department of Computer and Communications|Kent|GB|Default Value|University|On Maintenance|10198|University of Greenwich
10198|University of Greenwich - School of Engineering, Department of Computer and Communications|Kent|GB|AWR|University|On Maintenance|10198|University of Greenwich
10199|Novero Canada Inc.|ON|CA|AWR-NE|Regional Office|Payment Due|10937|Novero GmbH
10202|University of Wisconsin - Madison - Department of Physics|WI|US|AWR-NW|University|On Maintenance|10202|University of Wisconsin
10203|Philips Oy- Medical Systems MR|Vantaa|FI|AWR-APL|Regional Office|Off Maintenance|8427|Philips
10204|CTS Electronics Company, Ltd|Tianjin|CN|AWR-TSMC|Regional Office|Off Maintenance|10020001|CTS Corporation
10205|Abraham Wolfgang - Personal License|TX|US|AWR-CE|Enterprise|University Graduate|10205|Abraham Wolfgang
10206|Kirintec|Herefordshire|GB|AWR-UK|Enterprise|Off Maintenance|10206|Kirintec
10208|Raja Ramanna Centre for Advanced Technology|Madhya Pradesh|IN|IDA|Enterprise|Off Maintenance|10208|Raja Ramanna Centre for Advanced Technology
10209|DowKey Microwave (mar-14)|CA|US|AWR-SW|Enterprise|Off Maintenance|10209|DowKey Microwave (mar-14)
10210|WISOL|Gyeonggi-do|KR|AWR-KR|Enterprise|On Maintenance|10210|WISOL
10212|Toshiba R&D Center - Wireless system lab|Kanagawa|JP|AWR-JP|Regional Office|On Maintenance|10040051|Toshiba
10213|Tokyo Drawing Ltd. - CAD Center|Ishikawa|JP|AWR-JP|Regional Office|On Maintenance|10190|Tokyo Drawing Ltd.
10214|Scannano Oy|Espoo|FI|AWR-APL|Enterprise|Ex-Customer|10214|Scannano Oy
10215|University of Oxford - Department of Astrophysics|Oxfordshire|GB|AWR-NI|University|On Maintenance|10216|University of Oxford
10219|Nathaniel Gaskin - Personal License|MI|US|AWR-NE|Enterprise|University Graduate|10219|Nathaniel Gaskin
10220|Sierra Nevada Corporation - Poway|CA|US|AWR-SW|Site|On Maintenance|618|Sierra Nevada Corporation
10221|AWR Corporation - Germany|Mnnchen|DE|AWR-DE|Rep|On Maintenance|10221|AWR Corporation
10222|Aeroflex Airflyte|FL|US|AWR-SE|Site|On Maintenance|306|Aeroflex
10223|Darrell Ward Ham Radio|NB|CA|AWR-NE|Enterprise|Consultant|10223|Darrell Ward Ham Radio
10226|Gonzaga University - School of Engineering & Applied Science|WA|US|Default Value|University|On Maintenance|10226|Gonzaga University
10226|Gonzaga University - School of Engineering & Applied Science|WA|US|AWR|University|On Maintenance|10226|Gonzaga University
10227|CopperGate Communications Ltd.|Tel Aviv|IL|AWR-IL|Enterprise|Off Maintenance|10227|CopperGate Communications Ltd.
10229|Alciom|Chaville|FR|AWR-FR|Enterprise|Off Maintenance|10229|Alciom
10230|EPCOS AG - Turku (may-12)|Turku|FI|AWR-APL|Regional Office|Off Maintenance|9240|EPCOS AG
10231|Daghighian Consulting|CA|US|AWR-NW|Enterprise|Ex-Customer|10231|Daghighian Consulting
10234|Yasser Khan - Personal License|TX|US|AWR-CE|Enterprise|University Graduate|10234|Yasser Khan
10235|Brian Francisco - Personal License|TX|US|AWR-CE|Enterprise|University Graduate|10235|Brian Francisco
10236|Huawei Technologies Co., Ltd. - Canada|ON|CA|AWR-NE|Regional Office|On Maintenance|10065|Huawei Technologies Co., Ltd.
10239|Terry Lewis - Personal License|CA|US|AWR-SW|Enterprise|University Graduate|10239|Terry Lewis
10240|TDK-EPC Corporation - Systems Acoustics Waves Business Group, SAW WT/MM/AE Dept.Engineering Sect (feb-14)|Chiba |JP|AWR-JP|Regional Office|Off Maintenance|9245|TDK Corporation
10241|New York Institute of Technology|NY|US|AWR-NI|University|Ex-Customer|10241|New York Institute of Technology
10242|Denso Corporation - ITS First Technology, Division-3 Technology (jun-12)|Aichi|JP|AWR-JP|Regional Office|Off Maintenance|9197|Denso
10243|Huawei Technologies Co., Ltd. - Shenzhen|Guangdong|CN|AWR-TSMC|Regional Office|On Maintenance|10065|Huawei Technologies Co., Ltd.
10244|M/A-COM Technology Solutions, Inc. - IE|County Cork |IE|AWR-UK|Regional Office|On Maintenance|9121|M/A-COM Technology Solutions, Inc.
10245|William Hoffman - Personal License|PA|US|AWR-NE|Enterprise|University Graduate|10245|William Hoffman
10246|Haobin Yu - Personal License|NY|US|AWR-NE|Enterprise|University Graduate|10246|Haobin Yu
10247|Michael Hatridge - Personal License|CA|US|AWR-NW|Enterprise|University Graduate|10247|Michael Hatridge
10248|Andres Lugo - Personal License|TX|US|AWR-CE|Enterprise|University Graduate|10248|Andres Lugo
10250|Smart Com - Middle East|Cairo|EG|SMC|Rep|On Maintenance|10250|Smart Com
10251|Randolph Beebe Consulting, LLC|GA|US|AWR-SE|Enterprise|On Maintenance|10251|Randolph Beebe Consulting, LLC
10252|Fujitsu Laboratories Ltd. - MusashiNakahara|Kanagawa|JP|AWR-JP|Regional Office|Ex-Customer|10040049|Fujitsu
10253|Said Rami - Personal License|FL|US|AWR-SE|Enterprise|University Graduate|10253|Said Rami
10254|Infineon Technologies Austria AG|Graz|AT|AWR-DE|Regional Office|Off Maintenance|312|Infineon Technologies AG
10255|Taiyo Yuden Co., Ltd. - Egi Plant, Takasaki Global Center|Gunma|JP|AWR-JP|Regional Office|On Maintenance|10060040|Taiyo Yuden Co. Ltd.
10259|Fukuoka Institute of Technology|Fukuoka-ken|JP|NI-JP|NI Academic|On Maintenance|10259|Fukuoka Institute of Technology
10260|The Phoenix Company of Chicago (jun-12)|IL|US|AWR-NE|Enterprise|Off Maintenance|10260|The Phoenix Company of Chicago (jun-12)
10261|Arizona State University - School of Earth and Space Exploration|AZ|US|AWR-NI|University|On Maintenance|10261|Arizona State University
10262|Bluestem Consulting|TX|US|AWR-CE|Enterprise|On Maintenance|10262|Bluestem Consulting
10263|University of Arizona - Department of Astronomy - Steward Observatory|AZ|US|AWR-NI|University|On Maintenance|10263|University of Arizona
10264|University of Oxford - Department of Physics|Oxfordshire|GB|AWR-NI|University|On Maintenance|10216|University of Oxford
10265|Neta Elektronik A.S.|Istanbul|TR|ANE|Enterprise|Off Maintenance|10265|Neta Elektronik A.S.
10266|Massachusetts Institute of Technology - Department of Physics|MA|US|AWR-NI|University|On Maintenance|10266|Massachusetts Institute of Technology
10267|John Hoversten - Personal License|CO|US|AWR-SW|Enterprise|University Graduate|10267|John Hoversten
10268|Dartmouth College - Department of Physics and Astronomy|NH|US|AWR-NI|University|On Maintenance|10268|Dartmouth College
10269|Defence Science and Technology Laboratories (DSTL) - Salisbury|Wiltshire|GB|AWR-UK|Site|On Maintenance|10123|Defence Science and Technology Laboratory (DSTL)
10271|US Dept. of Energy|MD|US|AWR-SE|Enterprise|Ex-Customer|10271|US Dept. of Energy
10272|Science Applications International Corporation (SAIC) - Advanced Systems Group - Headquarters|VA|US|AWR-SE|Regional Office|Ex-Customer|10027|Science Applications International Corporation (SAIC)
10273|Sandeep Nemade - Personal License|NY|US|AWR-NE|Enterprise|University Graduate|10273|Sandeep Nemade
10274|Rutgers University - Department of Physics and Astronomy|NJ|US|AWR-NI|University|Ex-Customer|10274|Rutgers University
10275|MaXentric Technologies, LLC|NJ|US|AWR-NE|Enterprise|Off Maintenance|10275|MaXentric Technologies, LLC
10276|University of Notre Dame|IN|US|Default Value|University|On Maintenance|10276|University of Notre Dame
10276|University of Notre Dame|IN|US|AWR|University|On Maintenance|10276|University of Notre Dame
10277|Telematics Wireless|Holon|IL|AWR-IL|Enterprise|Off Maintenance|10277|Telematics Wireless
10278|National Synchrotron Radiation Research Centre|Hsinchu|TW|AWR-TSMC|Enterprise|Ex-Customer|10278|National Synchrotron Radiation Research Centre
10279|Schmukler Consulting|GA|US|AWR-SE|Enterprise|Off Maintenance|10279|Schmukler Consulting
10280|US Department of Defense|VA|US|AWR-SE|Enterprise|Ex-Customer|10280|US Department of Defense
10281|Erica Jones - Personal License|OH|US|AWR-NE|Enterprise|University Graduate|10281|Erica Jones
